,Nombre,Título,Fecha,Rating,Reviews,Tipo
320,Rausch,puede mejorar,23 de julio de 2019,30,"si bien el servicio no fue el mejor se esforzaron, la comida llego a destiempos, aunque estaba buena sugiero corregir errores. volveré en cuanto esté en bogota. sin duda son grandes chefs.","TIPOS DE COMIDA
Fusión
CARACTERÍSTICAS
Servicio de mesa, Comida para llevar, Reservas, Asiento"
321,Rausch,Insuperable,25 de noviembre de 2018,50,"Siempre es delicioso , su carta de centro comerciales vale la pena, para momentos en los cuales la opción es más informal conservando el buen gusto.","TIPOS DE COMIDA
Fusión
CARACTERÍSTICAS
Servicio de mesa, Comida para llevar, Reservas, Asiento"
322,Sabores de Espana,Noche española,16 de diciembre de 2018,50,Muy lindo ella decoración y la comida estaba deliciosa. Comimos una paella de mariscos y unas tapas de muy buen sabor,"TIPOS DE COMIDA
Española"
323,Sabores de Espana,bueno para compartir,23 de enero de 2015,40,"Un sitio ideal para compartir en pareja, comida típica española para los apasionados de la comida del mar","TIPOS DE COMIDA
Española"
324,La Biferia C.C Multiplaza,Escogencia dificil,19 de marzo de 2019,50,"El recibo por parte del personal es muy calurosa. La atención durante la estadía fue excelente. Y la comida. Ni hablar!!!! Super!!!! Todo muy bien hasta en la hora de pagar, atentos y respetuosos.","TIPOS DE COMIDA
Churrasquería"
325,Ziu Crepería,Ecologicos y ricos,30 de diciembre de 2016,40,"Hay un ambiente muy saludable y ecológico con la comida, es muy rica, los precios no son tan buenos pero la comida es buena","RANGO DE PRECIOS
$ 7.000 - $ 20.000
TIPOS DE COMIDA
Comida rápida, Saludable"
326,Teriyaki,Buen restaurante,15 de marzo de 2020,50,"Es un buen restaurante. La comida es muy buena, y el servicio es un 9 de 10. Vamos con dos niños y les encanta, pedimos los bocados de sushi más delgados y así los trajeron.","TIPOS DE COMIDA
Japonesa, Vietnamita"
327,Backstage Bar Bogota,Muy buen lugar,12 de diciembre de 2016,40,"Un excelente sitio para compartir una cerveza escuchando el mejor rock , buen servicio pero la banda se lleva todos los créditos","RANGO DE PRECIOS
$ 3.000 - $ 170.000
TIPOS DE COMIDA
Cervecería, Bar, Pub"
328,La Vacaneria,Recomendado,9 de diciembre de 2016,40,"Hermoso lugar para comer, cómodo y muy bien puesto. La atención estuvo bien y la comida de buena calidad","RANGO DE PRECIOS
$ 12.000 - $ 26.000"
329,Ave Maria Purisima,Cazuela deliciosa!,27 de enero de 2018,40,"La cazuela Avemaría es muy rica con queso! Sería bueno que le incluyeran un poco de chicharrón, la chuleta valluna poco recomendada.","RANGO DE PRECIOS
$ 5 - $ 15
TIPOS DE COMIDA
Latina, Parrilla, Colombiana, Sudamericana
COMIDAS
Almuerzo, Abierto hasta tarde, Bebidas, Desayuno, Cena, Brunch"
330,Ave Maria Purisima,Delicioso: cena de 5 de la tarde,27 de enero de 2018,50,"Muy rico apezar de la hora delicioso, escojan de entrada aborrajado.Nos encato la cazuela de la casa, perfecta. Sin olvidar el arroz atoyado, delicioso con ese guizo.","RANGO DE PRECIOS
$ 5 - $ 15
TIPOS DE COMIDA
Latina, Parrilla, Colombiana, Sudamericana
COMIDAS
Almuerzo, Abierto hasta tarde, Bebidas, Desayuno, Cena, Brunch"
331,Ave Maria Purisima,Gastronomía y calidez,12 de diciembre de 2017,50,"Disfrutar de la gastronomía colombiana con opsiones vegetarianas, atendido por un personal dispuesto y cálido, la música tradicional y el aire fresco de los cerros orientales, en el centro histórico de Usaquen, solo se logra en Ave María Purísima, restaurante. Recomendado.","RANGO DE PRECIOS
$ 5 - $ 15
TIPOS DE COMIDA
Latina, Parrilla, Colombiana, Sudamericana
COMIDAS
Almuerzo, Abierto hasta tarde, Bebidas, Desayuno, Cena, Brunch"
332,Ave Maria Purisima,Delicioso y acogedor,23 de noviembre de 2017,50,"Buen servicio, un ambiente acogedor y lo mejor: gran variedad de platos y deliciosos 100% recomendado!","RANGO DE PRECIOS
$ 5 - $ 15
TIPOS DE COMIDA
Latina, Parrilla, Colombiana, Sudamericana
COMIDAS
Almuerzo, Abierto hasta tarde, Bebidas, Desayuno, Cena, Brunch"
333,Ave Maria Purisima,excelente comida colombiana,9 de noviembre de 2017,50,un lugar para disfrutar de la comida colombiana. Me encantan sus aborrajados.. plato hit del mi visita al restaurante fue la bandeja paisa deliciosa y súper completa. RECOMENDADICIMO,"RANGO DE PRECIOS
$ 5 - $ 15
TIPOS DE COMIDA
Latina, Parrilla, Colombiana, Sudamericana
COMIDAS
Almuerzo, Abierto hasta tarde, Bebidas, Desayuno, Cena, Brunch"
334,Ave Maria Purisima,El mejor chicharrón!,3 de noviembre de 2017,50,"La comida típica colombiana más rica de toda la zona, el ambiente perfecto para estar con familia. El servicio increíble y ni se diga del chicharrón, delicioso todo.","RANGO DE PRECIOS
$ 5 - $ 15
TIPOS DE COMIDA
Latina, Parrilla, Colombiana, Sudamericana
COMIDAS
Almuerzo, Abierto hasta tarde, Bebidas, Desayuno, Cena, Brunch"
335,Ave Maria Purisima,Excelente comida colombiana,28 de octubre de 2017,50,"El servicio es muy cálido, el lugar es pequeño pero muy acogedor, la música permite tener conversaciones sin problema y la comida es excelente. Recomendado el arroz atollado y el mondongo. Si buscan amabilidad este es el lugar.","RANGO DE PRECIOS
$ 5 - $ 15
TIPOS DE COMIDA
Latina, Parrilla, Colombiana, Sudamericana
COMIDAS
Almuerzo, Abierto hasta tarde, Bebidas, Desayuno, Cena, Brunch"
336,Ave Maria Purisima,Encontré el amor de mi vida!,27 de octubre de 2017,50,Me encanta este lugar todos mis platos favoritos en un solo lugar. Un tip: pidan los chicharrones y la bandeja paisa con lulada envenenada,"RANGO DE PRECIOS
$ 5 - $ 15
TIPOS DE COMIDA
Latina, Parrilla, Colombiana, Sudamericana
COMIDAS
Almuerzo, Abierto hasta tarde, Bebidas, Desayuno, Cena, Brunch"
337,El Hornero Gourmet Pizzeria,no solo pizza,30 de octubre de 2016,40,"un lugar pequeño al norte que es muy calido para las noches frías de Bogota, no solo hay pizzas tambien una buena variedad de pastas y calzones","TIPOS DE COMIDA
Pizzería"
338,El Hornero Gourmet Pizzeria,Buena pizza en el hornero,6 de septiembre de 2015,30,"En el hornero, se puede degustar de una deliciosa pizza acompañada de bebida fría, el sitio es agradable acogedor y tienen un buen servicio.","TIPOS DE COMIDA
Pizzería"
339,Mazorcas Factory Restaurante Express,Rico y variado,16 de septiembre de 2016,40,"me gustó por su variedad de productos ofrecidos, además de sus exquisitas mazorcas también se puede conseguir hamburguesas, perros, pinchos, arepas, parrilla, etc.. Todo muy rico.","RANGO DE PRECIOS
$ 8.000 - $ 24.000
TIPOS DE COMIDA
Cervecería, Comida rápida, Pub
COMIDAS
Desayuno, Almuerzo, Cena"
340,La Chombita,Comida Peruana en Bogotá,16 de septiembre de 2016,40,"Es un restaurante peruano ubicado en el Barrio Teusaquillo, donde se puede disfrutar de un espacio familiar, con platos elaborados al instante (muy ráoidos) y de la manera más sencilla. Definitivamente Sabores Peruanos","RANGO DE PRECIOS
$ 5.000 - $ 50.000"
341,7Sentidos,Sencillo,16 de septiembre de 2016,40,"En pleno centro de Teusaquillo se puede encontrar este restaurante sencillo peor con buena sazón, el ambiente es tranquilo.","RANGO DE PRECIOS
$ 18.000 - $ 60.000"
342,Hamburguesas Pecado Capital,Pedidos incompmetos,4 de octubre de 2019,30,"Se poder por rapid, el pedido llego sin una porcion de papaS y en pecado capital nadie contesta,,,, la información de la red no es real por q el teléfono no funciona.","RANGO DE PRECIOS
$ 9.000 - $ 19.500
TIPOS DE COMIDA
Estadounidense, Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
343,Hamburguesas Pecado Capital,Nada del otro mundo,24 de mayo de 2019,20,"Bien atendidos, la hamburguesa pequeña y muy normalita. Excelente la salsa de chile dulce y las papas artesanales. No es el sitio para RECOMENDAR EL PLAN HAMBURGUESA.","RANGO DE PRECIOS
$ 9.000 - $ 19.500
TIPOS DE COMIDA
Estadounidense, Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
344,Hamburguesas Pecado Capital,Avaricia,5 de mayo de 2019,40,En el Máster Burger nos ofrece una combinación de sabores para aquellos que les gusta los sabores picantes.,"RANGO DE PRECIOS
$ 9.000 - $ 19.500
TIPOS DE COMIDA
Estadounidense, Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
345,Hamburguesas Pecado Capital,Casual,17 de marzo de 2019,40,"Ambiente acogedor con un buen servicio. Las hamburguesas son ricas, su carne es jugosa, las papas en casco se pueden acompañar con la salsa de la casa.","RANGO DE PRECIOS
$ 9.000 - $ 19.500
TIPOS DE COMIDA
Estadounidense, Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
346,Hamburguesas Pecado Capital,HAMBURQUESA EXQUISITA EN BOGOTÁ,1 de marzo de 2019,50,"La carta es variada, original y ofrece una alternativa novedosa para quien quiere disfrutar de una deliciosa hamburguesa.","RANGO DE PRECIOS
$ 9.000 - $ 19.500
TIPOS DE COMIDA
Estadounidense, Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
347,Fercho's Pizza,La mejor pizza mexicana,16 de septiembre de 2016,40,"variedad, economía y buena atención resumen el lugar. Además las pizzas son deliciosas y con buena porción.","TIPOS DE COMIDA
Pizzería
COMIDAS
Almuerzo, Cena"
348,Gardens restaurante Heladería artesanal,Exelente comida,10 de octubre de 2019,50,"Los helados son espectaculares, y los crepes geniales, el sitio es agradable y cálido, muy recomendado","TIPOS DE COMIDA
Italiana, Francesa, Estadounidense, Fusión, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas
CARACTERÍSTICAS
Comida para llevar, Asientos al aire libre, Asiento, Estacionamiento en la calle, Sirve alcohol, Wi-Fi gratis, Acepta tarjetas de crédito, Servicio de mesa, Sitio de comidas al paso, Estilo familiar, Restaurantes para no fumadores"
349,Restaurante 3 Origenes,"Lo mejor del hotel, el restaurante.",13 de octubre de 2018,50,"Deliciosa experiencia, como lo señalé al catalogar el hotel, el restaurante es lo mejor del hotel. Muy buena calidad, variedad y sofisticación de los platos.","RANGO DE PRECIOS
$ 30 - $ 70
TIPOS DE COMIDA
Bar, Mariscos, Internacional, Pub, Sudamericana, Colombiana"
350,Café Santo,Rico machiato,27 de junio de 2016,40,"Tienen un buen café. El sitio es con aire bohemio y propio para tomarse un tinto con los amigos, lo malo es que el televisor distrae la conversa. La atención es formidable","TIPOS DE COMIDA
Café"
351,Azaí Restaurante y Comidas rápidas,Saludable y rico.,6 de mayo de 2016,40,"Nos gusto los platos, ya que tienen ingredientes de nuestra tierra. Lastima que no tenían jugo de azai. Pero lo recomiendo.","RANGO DE PRECIOS
$ 4.000 - $ 13.100
TIPOS DE COMIDA
Sudamericana, Colombiana"
352,Carnaby Street Bogotá,Mucha calidad,27 de mayo de 2019,50,"Entre pensando encontrar comida chatarra de barrio y encontré variedad, mucha calidad, y excelentes precios","RANGO DE PRECIOS
$ 10.870 - $ 72.464
TIPOS DE COMIDA
Peruana, Pizzería, Japonesa, Café, Argentina
COMIDAS
Desayuno, Almuerzo, Cena, Abierto hasta tarde, Bebidas"
353,Brooklyn Deli,Publicidad engañosa/falsa,23 de febrero de 2020,10,"Pedí por Rappi dos combos de 2x1 esperando 4 hamburguesas, estábamos 4 personas. Pero al momento de recibirlas sólo llegaron 2, al llamar a reclamar no contestaron nunca, ni ellos ni Rappi. Pésimo servicio al cliente.","RANGO DE PRECIOS
$ 15 - $ 25
TIPOS DE COMIDA
Estadounidense, Delicatessen
COMIDAS
Desayuno, Almuerzo, Cena"
354,Brooklyn Deli,Mejor sándwich de Roast Beef,3 de noviembre de 2019,40,"Es una sanduchería que también ofrece hamburguesas y desayunos. Sin dudar, el mejor roast beef de la ciudad!","RANGO DE PRECIOS
$ 15 - $ 25
TIPOS DE COMIDA
Estadounidense, Delicatessen
COMIDAS
Desayuno, Almuerzo, Cena"
355,Capital Bistro,Psimo servicio en domicilios,15 de agosto de 2020,10,"Los domicilios son muy demorados en Modelia, más de una hora y media para entregar una hamburguesa en una dirección que queda cerca al local. Pésimo el tema con los domicilios.","RANGO DE PRECIOS
$ 10.000 - $ 25.000
TIPOS DE COMIDA
Comida rápida, Sudamericana, Colombiana"
356,Capital Bistro,"Muy ricas hamburguesas, recomendadas totalmente.",14 de noviembre de 2017,50,"Probamos la hamburguesa de la casa muy rica , muy recomendada el guaro le da un toque muy diferente a la carne y el lugar muy innovador se siente muy acogedor, es un estilo vintage.","RANGO DE PRECIOS
$ 10.000 - $ 25.000
TIPOS DE COMIDA
Comida rápida, Sudamericana, Colombiana"
357,Capital Bistro,deliciosas hamburguesas y acogedor el lugar,14 de noviembre de 2017,50,"Si quieren probar otro tipo de hamburguesas, pues este es el lugar, la temática son hamburguesas con sabores de","RANGO DE PRECIOS
$ 10.000 - $ 25.000
TIPOS DE COMIDA
Comida rápida, Sudamericana, Colombiana"
358,Konnichiwa,Recomendado,5 de febrero de 2017,50,"el sitio es muy bueno, excelente relación precio - producto, pedimos barco de sushi, muy rico y con buena variedad, muy aseado y de gran sabor.","TIPOS DE COMIDA
Sushi, Del Medio Oriente"
359,Konnichiwa,Show Teppanyaki,15 de junio de 2016,40,"Buen restaurante para la ubicación, buenos ingredientes y la comida muy rica, bebidas a buen precio (cerveza 3000)","TIPOS DE COMIDA
Sushi, Del Medio Oriente"
360,Pio Stop Parrilla,pollobroaster,30 de noviembre de 2015,40,"Excelente pollo a la broaster, muy economico, atencion rapida y de calidad, un lugar que esta comenzando, pero vale la pena visitarlo.","TIPOS DE COMIDA
Sudamericana, Colombiana"
361,Demaíz,Rico y saludable,30 de noviembre de 2015,40,"Excelente para tomar un rico jugo acompañado de un buen sandwich, tambien tiene opciones vegetarianas.","RANGO DE PRECIOS
$ 3.800 - $ 11.000
TIPOS DE COMIDA
Saludable"
362,Capital Kitchen,EXCELENTE LUGAR,14 de octubre de 2015,40,"Muy buena la comida, muy bueno el lugar,excelente la atencion, el ambiente es muy agradable, aqui puedes compartir con tus amigos o tu pareja, los precios son buenos, y el lugar se encuentra en una zona bien ubicada","RANGO DE PRECIOS
$ 7.246 - $ 36.232
TIPOS DE COMIDA
Churrasquería, Pizzería, Griega, Pub, Gastropub, Sudamericana
COMIDAS
Almuerzo, Cena"
363,Hanashi Sushi Bar Ciprés,Pésima atención,29 de diciembre de 2020,10,"Muy mala la atención de la mesera, parece que le estuviera regalando la cosas al cliente. No recomendado","TIPOS DE COMIDA
Sushi, Japonesa, Tailandesa"
364,Hanashi Sushi Bar Ciprés,Calidad a precios razonables,12 de diciembre de 2018,40,"Un centrico comercial pequeño, pero la comida es buena y de calidad, vale la pena conocerlo y probar sus platos.","TIPOS DE COMIDA
Sushi, Japonesa, Tailandesa"
365,Hanashi Sushi Bar Ciprés,Sushi horrible,2 de octubre de 2018,10,"Soy amante del Sushi y me ha dejado muy mala impresión, muy mal sabor y servicio. Pedimos 30 bocados y dejamos 25 debido a su mal sabor. No volvería a este lugar.","TIPOS DE COMIDA
Sushi, Japonesa, Tailandesa"
366,Berdes,Comida saludable y rica!!,9 de agosto de 2019,50,"Buenisma la ensalada angel, con jugo de piña y maracuya. Se ofrecen muchos jugos, ensaladas, y wraps.","RANGO DE PRECIOS
$ 9.057.971 - $ 50.724.640
TIPOS DE COMIDA
Caribeña, Café, Saludable, Sudamericana, Colombiana
COMIDAS
Desayuno, Almuerzo, Cena, Brunch, Bebidas"
367,Berdes,"fresco, natural y sano",19 de marzo de 2019,50,"Una opción muy natural de batidos frescos, variados y muy agradables a cualquier hora del día. Ricas combinaciones","RANGO DE PRECIOS
$ 9.057.971 - $ 50.724.640
TIPOS DE COMIDA
Caribeña, Café, Saludable, Sudamericana, Colombiana
COMIDAS
Desayuno, Almuerzo, Cena, Brunch, Bebidas"
368,Berdes,Súper Cool,19 de octubre de 2018,50,"Recomiendo el lugar al 100000% las ensaladas, los batidos, las empanadas horneadas, la calidez, su ubicación!!!!","RANGO DE PRECIOS
$ 9.057.971 - $ 50.724.640
TIPOS DE COMIDA
Caribeña, Café, Saludable, Sudamericana, Colombiana
COMIDAS
Desayuno, Almuerzo, Cena, Brunch, Bebidas"
369,Berdes,Berdes me encata,29 de septiembre de 2018,50,"Me encanta, es difícil conseguir lugares que hagan una combinación perfecta entre lo Saludable y el buen sabor .... BERDES lo logra... Su variedad de Jugos, ensaladas y postres lo hace especial. Super recomendado","RANGO DE PRECIOS
$ 9.057.971 - $ 50.724.640
TIPOS DE COMIDA
Caribeña, Café, Saludable, Sudamericana, Colombiana
COMIDAS
Desayuno, Almuerzo, Cena, Brunch, Bebidas"
370,Berdes,Un concepto genial!!,19 de septiembre de 2018,50,"Excelente ambiente, atención y asesoría sobre sus productos. Hay de todo! Me encantaron sus postres y smoothies. aunque si quieres algo más saludable y más verde también lo consigues (hasta un muffin verde :) Super recomendado!","RANGO DE PRECIOS
$ 9.057.971 - $ 50.724.640
TIPOS DE COMIDA
Caribeña, Café, Saludable, Sudamericana, Colombiana
COMIDAS
Desayuno, Almuerzo, Cena, Brunch, Bebidas"
371,Solarium Restaurante y Bar,salarium,20 de julio de 2015,40,"La comida de este lugar es muy buena ,muy reocmendada , los precios son muy buenos , ademas ofrecen gran variedad de platos","TIPOS DE COMIDA
Latina, Mediterránea, Española, Asiática, Fusión, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
372,Alicia Cafe Bar,Ese y otro,17 de mayo de 2016,30,Esta situado en la plaza 4 calles n 4 Helechos de los Montes Badajoz.tono 924658307. Este pequeño pueblo tiene este bar que su propietario lo atiende con profesionalidad.los pinchos que pone son de comida casera de toda la vida.amable correcto y educado.,"RANGO DE PRECIOS
$ 7.246 - $ 253.623
TIPOS DE COMIDA
Sudamericana, Colombiana
COMIDAS
Abierto hasta tarde"
373,Alicia Cafe Bar,FACIL DE LLEGAR,29 de julio de 2015,40,"Un buen lugar para ir a tomar un cafe o algo mas fuerte como un cocktail, este bar esta en la zona de chapinero entre las carreras 7 y la 13 por las cuales es facil llegar en trasporte publico.","RANGO DE PRECIOS
$ 7.246 - $ 253.623
TIPOS DE COMIDA
Sudamericana, Colombiana
COMIDAS
Abierto hasta tarde"
374,El Soberano del Sabor,Muy rica carne,31 de mayo de 2015,40,"La carne que sirven es muy buena. La parillada es bastante completa y abundante para 2 personas. Los precios no eran nada caros, casi parecidos a los de Argentina.","TIPOS DE COMIDA
Churrasquería, Internacional, Saludable, Sudamericana, Colombiana"
375,Gratin Burger,Buen Sabor buen sitio,29 de julio de 2018,40,"Las hamburguesas poseen un buen sabor, pero su tamaño es realmente pequeño (asemejándose a una Hamburguesa de MC Donald’s) para su precio consideró que la porción podría mejorar.","RANGO DE PRECIOS
$ 10 - $ 30
TIPOS DE COMIDA
Comida rápida, Comida de calle
COMIDAS
Almuerzo, Cena, Abierto hasta tarde, Bebidas"
376,Stragos,Excelente lugar,22 de julio de 2015,40,La música en vivo del sitio es de la mejor que puedas encontrar en la zona de la 93. Los precios son un poco altos pero vale la pena. Lo malo: el lugar es pequeño y se mezclan fumadores con no fumadores.,"TIPOS DE COMIDA
Internacional
COMIDAS
Almuerzo, Cena"
377,Don Benítez Calima,No dejan ingresar mascotas,6 de marzo de 2021,10,Intentamos ingresar en familia con mascota en guacal y no lo permitieron. El trato fue malo al denegarnos el ingreso. No lo recomiendo.,"RANGO DE PRECIOS
$ 18.116 - $ 57.971
TIPOS DE COMIDA
Mexicana, Sudamericana, Centroamericana
CARACTERÍSTICAS
Reservas"
378,La Fonda De Octavio,La comida,2 de diciembre de 2019,30,"Estuvo bien la comida,nada para extracalifificar,lleve a mi pareja para que degustara ya que a el le gusta la comida mexicana","TIPOS DE COMIDA
Latina, Colombiana, Española, Sudamericana
CARACTERÍSTICAS
Reservas"
379,La Fonda De Octavio,Tradicional paisa,17 de junio de 2018,30,"Un lugar aceptable para comer platos típicos antioqueños. La bandeja paisa pequeña es enorme, la grande es XXXL imposible comérsela. Para los amantes de la cuchara es un buen sitio. Precio razonable y calidad.","TIPOS DE COMIDA
Latina, Colombiana, Española, Sudamericana
CARACTERÍSTICAS
Reservas"
380,La Fonda De Octavio,Riquísimo,28 de septiembre de 2017,50,Cerca del parque de la 93 se encuentra este simpático restaurante. La atención excelente y las empanaditas riquísimas. Lo recomiendo,"TIPOS DE COMIDA
Latina, Colombiana, Española, Sudamericana
CARACTERÍSTICAS
Reservas"
381,La Fonda De Octavio,visita,20 de mayo de 2017,50,"buena calidad de productos y tiempo de espera es muy favorable,las bebidas con un buena temperatura gracias","TIPOS DE COMIDA
Latina, Colombiana, Española, Sudamericana
CARACTERÍSTICAS
Reservas"
382,Restaurante The Garden,Reconocimiento,27 de febrero de 2020,50,Gracias hoy finalizamos nuestro evento de atento nos fue muy bien en la plegaria gracias por sus servicios capitán alexander y ederley la comida mi rica y exquisita,"RANGO DE PRECIOS
$ 10.870 - $ 90.580
TIPOS DE COMIDA
Internacional
COMIDAS
Desayuno, Almuerzo, Cena, Abierto hasta tarde, Bebidas"
383,Mar Abierto,COMO PARA VARIAR,30 de octubre de 2015,30,"NO FUE TAN BUENA LA VISITA A ESTE RESTAURANTE, la cazuela no fue rica y mucha demora al momento de tomar el pedido y de servirlos, pues es algo como para variar el menu pero no me gusto, un poco mas de atencion","TIPOS DE COMIDA
Mariscos
COMIDAS
Almuerzo, Cena"
384,Mar Abierto,La mejor sopa de pescado,3 de octubre de 2014,40,"Es un restaurante, que tienen la mejor sopa de pescado, nunca tomada, así como un pescado fresco y rico. No tienen postre.","TIPOS DE COMIDA
Mariscos
COMIDAS
Almuerzo, Cena"
385,LA AREPA DE MI ABUELA,Excelente variedad en la comida y en atención al cliente,9 de marzo de 2017,50,Todos deberías ir muy buenos precios y la comida excelente. Recomendado para comer en familia o disfrutar de una buena comida rápida el fin de semana.,"RANGO DE PRECIOS
$ 10.870 - $ 18.116
TIPOS DE COMIDA
Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
386,LA AREPA DE MI ABUELA,LO MEJOR DE COLOMBIA,5 de julio de 2016,50,si tenes ganas de probar unas arepas exquisitas tenes que venir a este lugar son las mas ricas y sabrosas. la atencion es excelente el ambiente buenisimo y sobre todo un precio mas que accesible.,"RANGO DE PRECIOS
$ 10.870 - $ 18.116
TIPOS DE COMIDA
Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
387,LA AREPA DE MI ABUELA,Arepas nivel Dios,8 de enero de 2016,50,"Siempre he creido que las arepas rellenas son una bendicion de Dios, y aqui lo he podido evidenciar, 100% recomendado sobre todo antes de ir a una rumbita","RANGO DE PRECIOS
$ 10.870 - $ 18.116
TIPOS DE COMIDA
Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
388,LA AREPA DE MI ABUELA,La Mejor Arepa del Mundo,6 de noviembre de 2015,50,"Queeee delicia, que arepas tan deliciosas las de este lugar, la tradicional es espectacular, super deliciosas te las recomiendo, super agradable el lugar y la arepa con todo es genial.","RANGO DE PRECIOS
$ 10.870 - $ 18.116
TIPOS DE COMIDA
Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
389,LA AREPA DE MI ABUELA,He probado arepas rellenas deliciosas y luego viene esta simplemente espectacular,21 de octubre de 2015,50,"Es un lugar en el que definitivamente te sientes super comodo ,una comida deliciosa y un Ambiente relajado en el que puedes disfrutar solito o acompañ do Recomendadisimooooo !!!!","RANGO DE PRECIOS
$ 10.870 - $ 18.116
TIPOS DE COMIDA
Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
390,LA AREPA DE MI ABUELA,Antes de salir de rumba,13 de julio de 2015,40,"Nada como una buena arepa rellena, de diferentes clases y con una salsa única, lugar que es muy conocido x la calidad de sus productos y por ser una empresa familiar de tradición 👌","RANGO DE PRECIOS
$ 10.870 - $ 18.116
TIPOS DE COMIDA
Comida rápida, Sudamericana, Colombiana
COMIDAS
Almuerzo, Cena"
391,Burger King,Excelente calidad y sabor!,18 de abril de 2020,50,"Excelente atención, buena comida, recargas de bebida y salsas a la disposición, como todos los restaurantes de la cadena.","TIPOS DE COMIDA
Comida rápida"
392,Burger King,Normal para ser un Burger King,16 de noviembre de 2018,30,Estuve durante una escala y comí algo rápido. Los combo a precio dolar es normal como en cualquier parte del mundo. El servicio fue bueno y rápido.,"TIPOS DE COMIDA
Comida rápida"
393,Mercadillo Carne y Vino,Muy bien atendidos,9 de junio de 2019,50,"Gracias a Jairo por siempre recibirnos con una gran sonrisa, no solo a nosotros sino a nuestra mascota tambien. Comida como en casa.","RANGO DE PRECIOS
$ 10.870 - $ 90.580
TIPOS DE COMIDA
Parrillada, Bar, Parrilla, Sudamericana, Colombiana
COMIDAS
Almuerzo, Bebidas"
394,Mercadillo Carne y Vino,Buena calidad!,7 de septiembre de 2018,40,"Buen sitio para compartir con amigos, buen servicio y buena calidad. Estuvimos con un grupos de amigos y nos fue bien.","RANGO DE PRECIOS
$ 10.870 - $ 90.580
TIPOS DE COMIDA
Parrillada, Bar, Parrilla, Sudamericana, Colombiana
COMIDAS
Almuerzo, Bebidas"
395,Mercadillo Carne y Vino,Extraordinario,7 de septiembre de 2018,50,"La comida es excelente lo mismo que la atención. Siempre que voy me siento en casa, y la salsa verde es deliciosa.","RANGO DE PRECIOS
$ 10.870 - $ 90.580
TIPOS DE COMIDA
Parrillada, Bar, Parrilla, Sudamericana, Colombiana
COMIDAS
Almuerzo, Bebidas"
396,Mercadillo Carne y Vino,TURISTAS ENCANTADOS!!!,6 de septiembre de 2018,50,"Un restaurante donde encontramos variedad de planes!!! Un vino, variedad de platos típicos del diario Bogotano,hasta la mejor carne, una buena conversación con amigos turistas con quienes salimos felices!!! Gracias al dueño!! Persona muy agradable... con seguridad VOLVEREMOS!!!!’ Gracias...!!","RANGO DE PRECIOS
$ 10.870 - $ 90.580
TIPOS DE COMIDA
Parrillada, Bar, Parrilla, Sudamericana, Colombiana
COMIDAS
Almuerzo, Bebidas"
397,Mercadillo Carne y Vino,Mercadillo,6 de septiembre de 2018,50,"Me encanta el sitio, la comida es deliciosa con muy buenos precios y el servicio excelente,música en vivo","RANGO DE PRECIOS
$ 10.870 - $ 90.580
TIPOS DE COMIDA
Parrillada, Bar, Parrilla, Sudamericana, Colombiana
COMIDAS
Almuerzo, Bebidas"
398,Mercadillo Carne y Vino,Para pasarla bueno!,6 de septiembre de 2018,50,"Nos hemos reunido varias veces allí con amigos y se pasa muy bien. Comida buena, vinos y precios justos...además de la buena atención!","RANGO DE PRECIOS
$ 10.870 - $ 90.580
TIPOS DE COMIDA
Parrillada, Bar, Parrilla, Sudamericana, Colombiana
COMIDAS
Almuerzo, Bebidas"
399,Mercadillo Carne y Vino,El mejor choripan de bogotá!!,6 de septiembre de 2018,50,Un buen lugar almorzar con la familia el fin de semana. O tomar unas cervezas con los amigos. El choripan es muy bueno. Los precios son buenos. La decoración y la atención excelente.,"RANGO DE PRECIOS
$ 10.870 - $ 90.580
TIPOS DE COMIDA
Parrillada, Bar, Parrilla, Sudamericana, Colombiana
COMIDAS
Almuerzo, Bebidas"
400,Pollo pizza carne,"Pollo asado, bueno y barato",30 de marzo de 2018,40,"El pollo asado de ppc es bueno y llegan buenas promociones con el recibo de la luz las cuales hemos aprovechado. Las ensaladas podrían tener menos salsa. Los maduros con bocadillo, exquisitos.","TIPOS DE COMIDA
Comida rápida, Colombiana, Sudamericana
CARACTERÍSTICAS
Comida para llevar"
